x,y,uy,y_ls,uy_ls,y_gls,uy_gls
-5,-3.25670765786458,0.01,-3.25444426047645,0.00193410253235848,-3.25712767874333,0.00997189269317346
-4.93288590604027,-3.10142741007994,0.0166442953020134,-3.10147996144798,0.00183799490035148,-3.10180849544428,0.0165118119014172
-4.86577181208054,-2.9401640091448,0.0232885906040268,-2.94185664329414,0.00260097085410732,-2.94323422311582,0.0230516819014015
-4.7986577181208,-2.77847296539908,0.0299328859060403,-2.7814117168008,0.00281222948120622,-2.78290936979211,0.0295118131299404
-4.73154362416107,-2.62113984977328,0.0365771812080537,-2.62282067053495,0.00368177110471148,-2.62222593802046,0.0359605754609551
-4.66442953020134,-2.46573725049507,0.0432214765100671,-2.46643393818006,0.00480122270622521,-2.46245876755587,0.0424394552828424
-4.59731543624161,-2.31795527797009,0.0498657718120805,-2.31148810569042,0.00562857616101508,-2.30476780870675,0.0489495418670875
-4.53020134228188,-2.15531529231965,0.056510067114094,-2.15730803940436,0.00619416857017011,-2.15020629570208,0.0554665376247904
-4.46308724832215,-2.01463963866996,0.0631543624161074,-2.00416038922213,0.00676554393869185,-1.99973345882769,0.0619592990360549
-4.39597315436242,-1.85022404643761,0.0697986577181208,-1.85355975567231,0.00744899656413616,-1.85423017648754,0.0684040342134478
-4.32885906040268,-1.69886108223508,0.0764429530201342,-1.70801780587176,0.00813034546065221,-1.71451584259296,0.0747918507202813
-4.26174496644295,-1.56745865593804,0.0830872483221476,-1.57040022456754,0.00870712372636526,-1.58136472349636,0.0811299147930426
-4.19463087248322,-1.44349560712894,0.0897315436241611,-1.44316200380468,0.00921803403817777,-1.4555201904176,0.0874377620564742
-4.12751677852349,-1.32887496796307,0.0963758389261745,-1.32774001332447,0.00975723758019199,-1.33770543982142,0.0937408800102575
-4.06040268456376,-1.22264465026415,0.103020134228188,-1.22429953590571,0.0103437942985396,-1.22862963228859,0.100063769643898
-3.99328859060403,-1.1436611321486,0.109664429530201,-1.13189495076479,0.010919932436926,-1.1289887674999,0.106424350987633
-3.9261744966443,-1.0527204936617,0.116308724832215,-1.04896504479802,0.0114465566205314,-1.03946104562503,0.11283089018538
-3.85906040268456,-0.960075326089518,0.122953020134228,-0.9739865825088,0.0119491186390751,-0.960696906775015,0.119281770702322
-3.79194630872483,-0.911236714995776,0.129597315436242,-0.906080968594253,0.0124705199451751,-0.893304364462379,0.125767643163288
-3.7248322147651,-0.852523042180338,0.136241610738255,-0.845406217815607,0.0130130622348483,-0.837830623965411,0.132274967300761
-3.65771812080537,-0.785238786797943,0.142885906040268,-0.793246071046154,0.0135458428682465,-0.79474127583699,0.138789796325358
-3.59060402684564,-0.726733501105271,0.149530201342282,-0.751796915234786,0.0140527083612446,-0.764398562003245,0.145300817249152
-3.52348993288591,-0.75401846358433,0.156174496644295,-0.723723426773249,0.0145498161626707,-0.74704030813296,0.151801037461468
-3.45637583892617,-0.724370632846729,0.162818791946309,-0.711592459187593,0.0150577833858188,-0.74276110109669,0.158287960347139
-3.38926174496644,-0.689868775781366,0.169463087248322,-0.717303911812444,0.0155744461862895,-0.751497162870644,0.164762499572594
-3.32214765100671,-0.740425291005533,0.176107382550336,-0.741627880160285,0.0160831372538901,-0.773016144779726,0.171227157993061
-3.25503355704698,-0.785830086185651,0.182751677852349,-0.783938740084995,0.0165777064651298,-0.8069127542644,0.177684100929597
-3.18791946308725,-0.8661075577842,0.189395973154362,-0.842210562367376,0.0170682080260525,-0.85261075325895,0.18413368591543
-3.12080536912752,-0.907818303963238,0.196040268456376,-0.913298840100109,0.017564392955483,-0.909371459535736,0.190573811537817
